"","VTID","Positive","stg4_6","stg7_8","stg9_10","stg11_12","stg13_14","stg15_16"
"5903","VT51760",0,0,0,0,0,0,0
"5904","VT51761",1,0,1,1,1,0,0
"5905","VT51763",1,0,0,1,1,1,1
"5906","VT51765",0,0,0,0,0,0,0
"5907","VT51766",0,0,0,0,0,0,0
"5908","VT51767",0,0,0,0,0,0,0
"5909","VT51876",0,0,0,0,0,0,0
"5910","VT51883",0,0,0,0,0,0,0
"5911","VT51884",1,1,1,1,0,0,0
"5912","VT51885",1,0,0,0,1,1,1
"5913","VT51889",0,0,0,0,0,0,0
"5914","VT51891",0,0,0,0,0,0,0
"5915","VT51904",0,0,0,0,0,0,0
"5916","VT51909",0,0,0,0,0,0,0
"5917","VT51912",1,0,1,0,0,0,0
"5918","VT51913",0,0,0,0,0,0,0
"5919","VT51914",0,0,0,0,0,0,1
"5920","VT51932",0,0,0,0,0,0,0
"5921","VT51933",0,0,0,0,0,0,0
"5922","VT51935",0,0,0,0,0,0,0
"5923","VT51936",1,0,0,0,0,1,1
"5924","VT51937",1,0,0,0,0,1,0
"5925","VT51938",0,0,0,0,0,1,0
"5926","VT51939",0,0,0,0,0,0,0
"5927","VT51967",0,0,0,0,0,0,0
"5928","VT51968",0,0,0,0,0,0,0
"5929","VT51974",0,0,0,0,0,0,0
"5930","VT51991",0,0,0,0,0,0,0
"5931","VT5287",1,1,1,1,1,1,1
"5932","VT5288",0,0,0,0,0,0,0
"5933","VT5295",1,1,1,0,0,0,1
"5934","VT5296",0,0,0,0,0,0,0
"5935","VT5297",0,0,0,0,0,0,0
"5936","VT5298",0,0,0,0,0,0,0
"5937","VT5300",1,0,0,0,0,1,1
"5938","VT5301",0,0,0,0,0,0,0
"5939","VT5327",0,0,0,0,0,0,0
"5940","VT5328",0,0,0,0,0,0,0
"5941","VT5330",0,0,0,0,0,0,0
"5942","VT5331",1,0,0,0,0,0,1
"5943","VT53684",0,0,0,0,0,0,0
"5944","VT5404",0,0,0,0,0,0,0
"5945","VT54749",0,0,0,0,0,0,0
"5946","VT54750",0,0,0,0,0,0,0
"5947","VT54751",0,0,0,0,0,0,0
"5948","VT54773",0,0,0,0,0,0,0
"5949","VT54775",0,1,0,0,1,1,0
"5950","VT54776",0,0,0,0,0,0,0
"5951","VT54778",0,0,0,0,0,0,0
"5952","VT54779",1,0,0,0,0,0,1
"5953","VT54780",1,1,1,1,1,1,1
"5954","VT54781",0,0,0,0,0,0,0
"5955","VT54782",0,0,0,0,0,0,0
"5956","VT54783",1,0,0,0,0,0,1
"5957","VT54784",1,0,0,0,1,1,1
"5958","VT54786",0,0,0,0,0,0,0
"5959","VT54787",0,0,0,0,0,0,0
"5960","VT54788",0,0,0,0,0,0,0
"5961","VT54789",0,0,0,0,0,0,0
"5962","VT54790",0,0,0,0,0,0,0
"5963","VT54791",0,0,0,0,0,0,0
"5964","VT54792",0,0,0,0,0,0,0
"5965","VT54793",0,0,0,0,0,0,0
"5966","VT54794",0,0,0,0,0,0,0
"5967","VT54795",0,0,0,0,0,0,0
"5968","VT54796",1,0,0,1,1,0,1
"5969","VT54798",0,0,0,0,0,0,0
"5970","VT54799",1,0,1,1,0,0,0
"5971","VT54800",0,0,0,0,0,0,0
"5972","VT54802",1,0,1,1,1,1,1
"5973","VT54803",1,0,0,0,1,1,1
"5974","VT54805",1,1,1,1,1,1,1
"5975","VT54809",0,0,0,0,0,0,0
"5976","VT54811",0,0,0,0,0,1,0
"5977","VT54815",0,0,0,0,0,0,0
"5978","VT54816",0,0,0,0,0,0,0
"5979","VT54817",1,0,1,1,1,0,0
"5980","VT54819",0,0,0,0,0,1,1
"5981","VT54820",1,1,1,1,1,1,0
"5982","VT54821",0,0,0,0,0,1,0
"5983","VT54823",1,1,1,1,1,1,0
"5984","VT54824",1,1,1,1,1,1,0
"5985","VT54825",1,0,1,1,1,0,0
"5986","VT54827",1,0,0,1,1,1,1
"5987","VT54828",1,0,1,1,1,1,1
"5988","VT54829",0,0,0,0,0,0,0
"5989","VT54831",0,0,0,0,0,0,0
"5990","VT54832",1,0,1,1,1,1,1
"5991","VT54833",1,1,1,1,1,1,1
"5992","VT54834",0,0,0,0,0,0,0
"5993","VT54835",1,0,0,0,0,1,1
"5994","VT54836",0,0,0,0,0,0,0
"5995","VT54838",0,0,0,0,0,0,0
"5996","VT54839",0,0,0,0,1,0,0
"5997","VT54840",1,0,0,1,1,1,1
"5998","VT54841",1,0,0,1,1,1,1
"5999","VT54843",1,0,0,1,1,1,1
"6000","VT54844",1,0,0,1,1,1,1
"6001","VT54845",1,1,1,1,1,1,1
"6002","VT54846",1,1,1,1,1,1,1
"6003","VT54875",1,1,1,1,1,1,1
"6004","VT54883",1,0,0,1,1,1,0
"6005","VT54887",1,0,0,0,1,1,1
"6006","VT54895",0,0,0,0,0,0,0
"6007","VT54905",1,1,1,1,1,0,1
"6008","VT54907",1,1,1,1,1,1,1
"6009","VT54908",0,0,0,0,0,0,0
"6010","VT54910",1,1,1,1,0,0,0
"6011","VT54912",1,0,0,0,0,0,1
"6012","VT54914",1,0,0,1,1,1,1
"6013","VT54915",1,0,0,0,1,1,1
"6014","VT54918",1,0,0,1,1,1,1
"6015","VT55068",0,0,0,0,0,1,0
"6016","VT55077",0,0,0,0,0,0,0
"6017","VT55078",0,0,0,0,0,0,0
"6018","VT5521",0,0,0,0,0,0,1
"6019","VT5522",0,0,0,0,0,0,0
"6020","VT5523",0,0,0,0,0,0,0
"6021","VT5524",0,0,0,0,0,0,0
"6022","VT5525",0,0,0,0,0,0,0
"6023","VT5526",0,0,0,0,0,0,1
"6024","VT5528",1,0,0,0,0,1,1
"6025","VT5529",1,0,0,0,0,1,1
"6026","VT5531",0,0,0,0,0,0,0
"6027","VT5533",0,0,0,0,0,0,0
"6028","VT5534",1,0,0,0,0,0,1
"6029","VT5535",0,0,0,0,0,0,0
"6030","VT5536",0,0,0,0,0,0,0
"6031","VT5537",1,0,0,0,1,1,0
"6032","VT55379",0,0,0,0,0,0,0
"6033","VT5538",0,0,0,0,0,0,0
"6034","VT55380",0,0,0,0,0,0,0
"6035","VT55382",1,0,0,0,1,1,0
"6036","VT55385",0,0,0,0,1,1,0
"6037","VT55386",0,0,0,0,0,0,0
"6038","VT55387",0,0,0,0,0,0,0
"6039","VT5539",0,0,0,0,0,0,0
"6040","VT55390",1,0,0,1,1,1,1
"6041","VT55391",1,0,0,0,0,0,1
"6042","VT55394",0,0,0,0,0,1,0
"6043","VT55395",1,0,0,0,1,1,1
"6044","VT55397",1,0,0,0,1,1,1
"6045","VT55398",1,0,0,0,1,1,1
"6046","VT55399",1,0,0,0,0,1,1
"6047","VT5540",0,0,0,0,0,0,0
"6048","VT55402",1,0,0,0,0,1,1
"6049","VT55403",0,0,0,0,1,0,0
"6050","VT55404",0,0,0,0,0,0,0
"6051","VT55406",1,0,0,0,0,1,1
"6052","VT55408",0,0,0,0,0,0,0
"6053","VT55409",0,0,0,0,0,0,1
"6054","VT55410",1,0,0,0,0,1,1
"6055","VT55413",0,0,0,0,0,0,0
"6056","VT55414",0,0,0,0,0,0,0
"6057","VT55415",0,0,1,0,1,0,0
"6058","VT55418",0,0,0,0,0,0,0
"6059","VT55419",1,0,0,0,0,0,1
"6060","VT55420",0,0,0,0,0,0,0
"6061","VT55422",1,0,0,0,1,1,0
"6062","VT55423",1,0,0,0,1,1,1
"6063","VT55425",1,0,0,0,1,1,0
"6064","VT55427",0,0,0,1,1,1,1
"6065","VT55428",1,0,0,0,0,1,0
"6066","VT55429",0,0,0,0,0,0,0
"6067","VT55432",0,0,0,0,0,0,0
"6068","VT55434",0,0,0,0,0,0,0
"6069","VT55435",1,0,0,0,0,1,1
"6070","VT55600",0,0,0,0,0,0,0
"6071","VT55602",1,0,0,0,0,1,0
"6072","VT55603",1,0,0,0,1,1,1
"6073","VT55604",1,0,0,0,0,1,1
"6074","VT55605",1,0,0,0,0,0,1
"6075","VT55607",1,1,1,1,1,1,1
"6076","VT55649",0,0,0,1,1,1,0
"6077","VT55651",0,0,0,0,0,0,0
"6078","VT55655",0,0,0,0,0,0,0
"6079","VT55656",0,0,0,0,0,0,0
"6080","VT55714",0,0,0,0,0,0,0
"6081","VT55715",0,0,0,0,0,0,0
"6082","VT55768",0,0,0,0,0,0,0
"6083","VT55790",1,1,0,0,0,0,0
"6084","VT55791",1,1,1,1,0,0,0
"6085","VT55792",1,1,1,1,1,0,0
"6086","VT55793",1,1,1,1,1,1,1
"6087","VT55794",1,1,1,1,1,1,1
"6088","VT55795",1,1,1,1,0,1,1
"6089","VT55797",1,1,1,1,1,1,1
"6090","VT55800",0,0,0,0,0,0,0
"6091","VT55801",0,0,0,0,0,0,0
"6092","VT55802",0,0,0,0,0,0,0
"6093","VT55803",0,0,0,0,0,0,0
"6094","VT55804",1,0,0,0,0,1,0
"6095","VT55805",1,0,0,0,0,1,1
"6096","VT55806",1,0,0,0,0,1,1
"6097","VT55807",1,0,0,0,0,1,1
"6098","VT55808",1,0,0,1,1,1,1
"6099","VT55809",1,0,0,0,1,1,1
"6100","VT55810",1,1,1,1,1,1,1
"6101","VT55811",1,0,0,0,1,1,1
"6102","VT55812",1,0,0,1,1,1,0
"6103","VT55825",0,0,0,0,0,1,0
"6104","VT55826",0,0,0,0,0,0,0
"6105","VT55829",0,0,0,0,0,0,0
"6106","VT55831",0,0,0,0,0,1,1
"6107","VT55833",1,0,0,0,0,1,1
"6108","VT55834",1,0,0,0,0,1,1
"6109","VT55837",0,0,0,0,0,0,0
"6110","VT55838",0,0,0,0,0,0,0
"6111","VT55839",1,0,0,0,0,1,1
"6112","VT55840",0,0,0,0,0,0,0
"6113","VT55844",0,0,0,0,0,0,0
"6114","VT55846",1,0,0,0,0,1,0
"6115","VT55847",1,0,0,0,0,1,1
"6116","VT55848",1,0,0,0,1,1,1
"6117","VT55849",1,0,0,1,1,1,1
"6118","VT55852",0,0,0,0,0,0,0
"6119","VT55853",1,1,1,1,1,1,1
"6120","VT55854",1,0,0,1,1,1,1
"6121","VT55855",0,0,0,0,0,1,1
"6122","VT55895",0,0,0,0,0,0,1
"6123","VT55896",0,0,0,0,0,0,0
"6124","VT55897",0,0,0,0,0,0,0
"6125","VT55898",1,0,0,1,1,1,0
"6126","VT55899",0,0,0,0,0,0,0
"6127","VT55900",0,0,0,0,0,0,0
"6128","VT55904",0,0,0,0,0,0,0
"6129","VT55906",1,0,0,0,0,1,1
"6130","VT55907",1,0,0,0,0,1,1
"6131","VT55908",0,0,0,0,0,0,0
"6132","VT55914",0,0,0,0,0,0,0
"6133","VT55977",1,1,1,1,1,1,1
"6134","VT55983",1,0,0,0,0,1,1
"6135","VT55984",0,0,0,0,0,0,0
"6136","VT55985",1,0,0,0,1,1,1
"6137","VT56034",1,0,0,0,0,1,1
"6138","VT56121",1,1,1,0,0,0,0
"6139","VT56148",1,1,1,1,1,1,1
"6140","VT56150",1,0,1,0,1,1,1
"6141","VT56157",0,0,0,1,1,0,0
"6142","VT56313",0,0,0,0,0,0,0
"6143","VT56359",0,0,0,0,0,0,0
"6144","VT56360",0,0,0,0,0,0,0
"6145","VT56362",1,0,0,0,0,1,1
"6146","VT56365",0,0,0,0,0,1,0
"6147","VT56366",1,0,1,1,1,1,0
"6148","VT56369",1,0,0,0,0,1,1
"6149","VT56372",0,0,0,0,0,0,1
"6150","VT56374",0,0,0,0,0,0,0
"6151","VT56375",1,0,0,0,0,1,1
"6152","VT56376",0,0,0,0,0,0,0
"6153","VT56377",0,0,0,0,0,0,0
"6154","VT56378",0,0,0,0,0,0,0
"6155","VT56445",1,0,0,1,1,0,1
"6156","VT56448",0,0,0,0,0,0,0
"6157","VT56449",0,0,0,0,0,0,1
"6158","VT56450",1,0,0,1,1,1,1
"6159","VT56451",0,0,0,0,0,1,1
"6160","VT56452",0,0,0,0,0,0,1
"6161","VT56453",0,0,0,0,0,0,0
"6162","VT56454",1,0,0,0,1,1,1
"6163","VT56455",1,1,1,1,1,1,1
"6164","VT56509",0,0,0,0,0,0,1
"6165","VT56510",0,0,0,0,0,1,1
"6166","VT56511",1,0,1,1,1,1,1
"6167","VT56512",0,0,0,0,0,0,0
"6168","VT56582",0,0,0,0,0,0,0
"6169","VT56601",1,0,0,0,0,1,0
"6170","VT56602",0,0,0,0,0,0,0
"6171","VT56643",1,0,0,0,0,1,1
"6172","VT56647",1,0,0,0,0,1,1
"6173","VT56648",0,0,0,0,0,0,0
"6174","VT56651",1,1,1,1,1,1,1
"6175","VT56652",1,0,0,1,1,1,1
"6176","VT56655",1,0,0,0,0,0,1
"6177","VT56657",1,1,1,1,1,1,1
"6178","VT56658",1,1,0,0,0,1,1
"6179","VT56665",1,1,1,1,1,1,1
"6180","VT56754",0,0,0,0,0,0,0
"6181","VT56755",0,0,0,0,0,0,0
"6182","VT56756",1,0,0,0,0,0,1
"6183","VT56757",1,0,1,1,1,1,1
"6184","VT56758",1,0,0,0,1,1,1
"6185","VT56760",1,0,0,0,0,0,1
"6186","VT56762",0,0,0,0,0,1,0
"6187","VT56763",0,0,0,0,0,0,0
"6188","VT56765",1,0,0,0,1,1,1
"6189","VT56767",0,0,0,0,1,1,0
"6190","VT56768",1,0,0,0,1,1,1
"6191","VT56770",1,0,0,0,0,1,1
"6192","VT56772",0,0,0,0,0,1,1
"6193","VT56773",1,0,0,0,0,1,1
"6194","VT56777",1,0,0,0,0,1,1
"6195","VT56779",1,0,1,1,1,1,1
"6196","VT56781",1,0,0,1,1,1,1
"6197","VT56782",1,1,1,1,1,1,1
"6198","VT56783",0,0,0,0,0,0,0
"6199","VT56784",0,0,0,0,0,0,0
"6200","VT56785",1,0,0,1,1,1,1
"6201","VT56786",0,0,0,1,0,0,1
"6202","VT56787",0,0,0,0,0,0,1
"6203","VT56790",1,0,1,1,1,1,1
"6204","VT56791",1,1,1,1,1,1,1
"6205","VT56792",1,1,1,1,1,1,1
"6206","VT56793",1,0,0,1,1,1,1
"6207","VT56794",0,0,0,0,0,0,0
"6208","VT56795",1,0,0,0,1,1,1
"6209","VT56799",1,0,0,1,1,1,1
"6210","VT56800",0,0,0,0,1,1,0
"6211","VT56801",1,0,0,0,0,1,1
"6212","VT56802",1,0,0,0,0,1,1
"6213","VT56804",1,0,0,0,1,1,1
"6214","VT56807",1,0,0,0,0,1,1
"6215","VT56808",1,0,0,0,0,1,1
"6216","VT56810",1,0,0,0,1,1,1
"6217","VT56812",1,0,0,0,0,1,1
"6218","VT56816",1,0,0,0,1,1,1
"6219","VT56817",1,0,0,0,1,1,1
"6220","VT56818",1,0,0,0,1,1,1
"6221","VT56819",1,0,1,1,1,1,1
"6222","VT56820",1,0,0,1,1,1,1
"6223","VT56821",0,0,0,0,0,0,0
"6224","VT56826",1,0,0,1,1,1,1
"6225","VT56830",1,0,0,0,1,1,1
"6226","VT56832",0,0,0,0,0,0,0
"6227","VT56833",0,0,0,0,0,0,0
"6228","VT56866",1,0,0,0,0,1,1
"6229","VT56867",1,0,0,0,1,1,1
"6230","VT56870",1,0,0,0,1,1,1
"6231","VT56873",1,0,1,1,1,1,1
"6232","VT56874",0,0,0,0,0,0,0
"6233","VT56875",1,1,1,1,0,1,1
"6234","VT56876",1,0,1,0,0,0,0
"6235","VT57018",0,0,0,0,0,0,0
"6236","VT57022",1,1,1,1,1,1,1
"6237","VT5703",0,0,0,0,0,0,1
"6238","VT5704",0,0,0,0,0,0,0
"6239","VT5705",0,0,0,0,0,0,0
"6240","VT57050",0,0,0,0,0,1,1
"6241","VT57051",1,0,0,0,0,1,1
"6242","VT57052",0,0,0,0,0,0,0
"6243","VT57053",0,0,0,0,1,1,0
"6244","VT57054",1,0,0,0,0,1,1
"6245","VT57056",1,0,0,1,1,1,1
"6246","VT57059",0,0,0,0,0,0,0
"6247","VT57061",0,0,0,0,0,0,0
"6248","VT57062",0,0,0,0,0,0,0
"6249","VT57063",1,0,0,0,0,1,1
"6250","VT57066",0,0,0,0,0,0,0
"6251","VT57068",0,0,0,0,0,0,0
"6252","VT5707",0,0,0,0,0,0,0
"6253","VT57071",0,0,0,0,0,0,0
"6254","VT57072",1,0,0,0,0,1,1
"6255","VT57074",1,0,0,0,1,1,1
"6256","VT57075",1,1,1,1,1,1,0
"6257","VT57077",0,0,0,0,0,0,0
"6258","VT57079",0,0,0,0,0,0,0
"6259","VT57081",1,1,1,1,1,1,1
"6260","VT57082",1,0,0,1,1,1,1
"6261","VT57083",1,0,0,0,0,0,1
"6262","VT57084",1,0,0,0,0,0,1
"6263","VT57085",1,0,0,0,0,1,1
"6264","VT57086",1,0,0,0,1,1,0
"6265","VT57087",0,0,0,0,0,0,0
"6266","VT57088",0,0,0,0,0,0,0
"6267","VT57089",1,0,0,0,0,1,1
"6268","VT5710",0,0,0,0,0,0,0
"6269","VT5711",1,0,0,0,0,1,1
"6270","VT5712",0,0,0,0,0,0,0
"6271","VT5713",0,0,0,0,0,0,0
"6272","VT57136",0,0,0,0,0,0,0
"6273","VT57137",1,0,0,1,1,1,1
"6274","VT57138",1,0,0,1,1,1,1
"6275","VT57141",0,0,0,0,0,0,0
"6276","VT57222",0,0,0,0,0,0,0
"6277","VT57223",0,0,0,0,0,0,0
"6278","VT57224",1,0,0,0,0,0,1
"6279","VT57225",1,0,0,0,0,1,1
"6280","VT57227",1,0,0,0,1,1,1
"6281","VT57228",0,0,0,0,0,0,0
"6282","VT57230",1,0,0,1,1,1,1
"6283","VT57231",1,0,0,1,1,1,1
"6284","VT57234",0,0,0,0,1,1,0
"6285","VT57236",0,0,0,0,0,0,0
"6286","VT57237",0,0,0,0,0,0,0
"6287","VT57239",0,0,0,0,0,0,0
"6288","VT57242",0,0,0,0,0,0,0
"6289","VT57244",1,0,0,0,1,1,1
"6290","VT57245",0,0,0,0,0,0,0
"6291","VT57247",0,0,0,0,0,0,0
"6292","VT57248",0,0,0,0,0,0,0
"6293","VT57249",0,0,0,0,0,0,0
"6294","VT57251",1,0,0,0,0,1,1
"6295","VT57252",1,0,0,0,1,1,0
"6296","VT57253",0,0,0,0,0,0,1
"6297","VT57255",1,0,0,0,0,0,1
"6298","VT57256",1,0,0,0,0,1,1
"6299","VT57257",0,0,0,0,0,1,1
"6300","VT57258",0,0,0,0,0,0,0
"6301","VT57259",0,0,0,0,0,0,0
"6302","VT57261",0,0,0,0,0,0,0
"6303","VT57264",1,0,0,1,1,1,0
"6304","VT57275",0,0,0,0,0,0,0
"6305","VT57276",1,0,0,0,0,1,1
"6306","VT57277",1,0,0,0,0,1,1
"6307","VT57278",0,0,0,0,0,0,0
"6308","VT57279",0,0,0,0,0,0,0
"6309","VT57280",1,0,1,0,0,0,0
"6310","VT57282",1,0,1,1,1,1,1
"6311","VT57283",0,0,0,0,1,1,0
"6312","VT57286",0,0,0,0,0,0,1
"6313","VT57287",1,0,0,0,0,0,1
"6314","VT57292",0,0,0,0,0,0,0
"6315","VT57294",0,1,0,0,0,0,0
"6316","VT57295",0,0,0,0,0,0,0
"6317","VT57298",1,0,0,1,1,1,1
"6318","VT57299",1,0,0,0,1,1,1
"6319","VT57305",0,0,0,0,0,0,0
"6320","VT57339",1,1,1,1,1,1,1
"6321","VT57342",1,0,0,1,1,1,0
"6322","VT57343",0,0,0,0,0,0,0
"6323","VT57344",0,0,0,0,0,1,1
"6324","VT57345",1,0,0,0,1,1,1
"6325","VT57348",0,0,0,0,0,0,0
"6326","VT57349",1,0,0,1,1,1,0
"6327","VT57350",1,0,0,1,1,1,1
"6328","VT57351",1,0,0,0,1,1,1
"6329","VT57353",0,0,0,0,0,0,0
"6330","VT57358",1,0,1,1,1,1,1
"6331","VT57360",1,0,0,0,0,1,1
"6332","VT57361",1,0,0,1,1,1,0
"6333","VT57363",0,0,0,0,0,0,1
"6334","VT57364",0,0,0,0,0,1,0
"6335","VT57365",1,1,1,1,1,1,1
"6336","VT57373",0,0,0,0,1,1,0
"6337","VT57375",1,0,0,0,0,1,0
"6338","VT57379",0,0,0,0,0,1,1
"6339","VT57380",0,0,0,0,0,1,0
"6340","VT57430",0,0,0,0,0,0,0
"6341","VT57431",0,0,0,0,0,0,0
"6342","VT57450",0,0,0,0,0,0,0
"6343","VT57463",1,1,1,1,1,1,1
"6344","VT57465",1,0,0,1,0,0,0
"6345","VT57466",0,0,0,0,0,0,0
"6346","VT57467",0,0,0,0,0,0,1
"6347","VT57469",0,0,0,0,0,0,0
"6348","VT57470",1,0,0,0,1,1,1
"6349","VT57471",1,0,0,0,1,1,1
"6350","VT57472",0,0,0,0,0,0,0
"6351","VT57565",0,0,0,0,0,0,0
"6352","VT57592",1,0,0,1,1,1,0
"6353","VT57681",0,0,0,0,0,0,0
"6354","VT5802",1,0,0,1,1,1,1
"6355","VT58023",1,0,0,0,0,1,1
"6356","VT58024",1,0,0,0,1,0,1
"6357","VT58192",1,0,0,0,1,1,1
"6358","VT58194",1,1,1,1,1,1,0
"6359","VT58195",1,0,0,1,1,1,1
"6360","VT58197",0,0,0,0,1,0,0
"6361","VT58198",1,0,0,1,1,1,1
"6362","VT58199",0,0,0,0,0,0,0
"6363","VT58200",1,0,0,0,1,1,1
"6364","VT58203",1,0,0,1,1,1,0
"6365","VT58261",0,0,0,0,0,0,0
"6366","VT58271",1,0,0,0,0,1,1
"6367","VT58321",0,0,0,0,0,0,0
"6368","VT58346",1,0,0,0,1,1,1
"6369","VT58350",0,0,0,0,0,1,1
"6370","VT58351",1,0,0,0,1,1,0
"6371","VT58352",1,0,0,0,1,1,0
"6372","VT58354",1,0,0,1,1,1,1
"6373","VT58356",1,0,0,1,0,1,1
"6374","VT58357",1,0,0,0,1,1,1
"6375","VT58358",1,0,0,0,1,1,1
"6376","VT58362",0,0,0,0,0,0,0
"6377","VT58363",1,0,0,0,1,1,1
"6378","VT58364",1,0,0,1,1,1,1
"6379","VT58365",1,0,0,0,1,1,1
"6380","VT58366",1,0,0,0,0,1,1
"6381","VT58367",1,0,0,0,0,1,1
"6382","VT58368",1,0,0,1,1,1,1
"6383","VT58369",1,0,0,0,1,1,1
"6384","VT58373",1,0,0,0,1,1,1
"6385","VT58375",0,0,0,0,0,0,0
"6386","VT58376",1,0,0,0,1,0,0
"6387","VT58381",1,0,0,0,0,1,1
"6388","VT58382",0,0,0,0,0,1,1
"6389","VT58383",1,0,0,1,1,1,1
"6390","VT58385",1,0,0,1,1,1,1
"6391","VT58386",0,0,0,0,0,0,0
"6392","VT58387",1,0,1,0,0,0,0
"6393","VT58388",1,0,0,0,0,1,1
"6394","VT58390",1,0,0,0,1,1,0
"6395","VT58394",0,0,0,0,0,0,0
"6396","VT58395",0,0,0,0,0,0,0
"6397","VT58396",0,0,0,0,0,0,0
"6398","VT58398",0,0,0,0,0,0,0
"6399","VT58399",0,0,0,0,0,0,0
"6400","VT5841",1,0,0,0,0,1,1
"6401","VT58425",0,0,0,0,0,0,0
"6402","VT58426",0,0,0,0,0,0,0
"6403","VT58427",0,0,0,0,0,0,0
"6404","VT58429",0,0,0,0,0,1,1
"6405","VT58431",0,0,0,0,0,0,0
"6406","VT58432",0,0,0,0,0,0,0
"6407","VT58433",0,0,0,0,0,0,0
"6408","VT58436",1,0,0,0,0,0,1
"6409","VT58437",0,0,0,0,0,0,1
"6410","VT58438",0,0,0,0,0,0,0
"6411","VT58439",0,0,0,0,0,0,0
"6412","VT58441",0,0,0,0,0,0,0
"6413","VT58442",0,0,0,0,0,1,1
"6414","VT58443",1,0,0,0,0,1,1
"6415","VT58464",0,0,0,0,0,0,0
"6416","VT58471",1,0,0,0,1,1,1
"6417","VT58475",0,0,0,0,0,0,0
"6418","VT58480",0,1,0,0,0,0,0
"6419","VT58485",0,0,0,1,1,1,0
"6420","VT58487",0,0,0,0,0,0,0
"6421","VT58488",1,0,0,0,0,1,1
"6422","VT58489",0,0,0,0,0,0,0
"6423","VT58490",0,0,0,0,0,0,0
"6424","VT58491",0,0,0,0,0,0,0
"6425","VT58492",0,0,0,0,0,0,0
"6426","VT58495",0,0,0,0,0,0,0
"6427","VT58496",0,0,0,0,0,0,0
"6428","VT58507",0,0,0,1,0,0,0
"6429","VT58539",1,0,0,0,1,1,1
"6430","VT58544",1,0,1,1,1,1,1
"6431","VT58545",1,0,0,0,0,1,1
"6432","VT58546",1,0,0,0,0,1,1
"6433","VT58547",0,0,0,0,0,0,0
"6434","VT58548",1,0,0,0,1,1,1
"6435","VT58549",1,0,0,0,0,1,1
"6436","VT58550",0,0,0,0,0,0,0
"6437","VT58551",0,0,0,0,1,1,0
"6438","VT58554",0,0,0,0,0,0,0
"6439","VT58555",0,0,0,0,0,0,0
"6440","VT58557",0,0,0,1,0,0,0
"6441","VT58560",0,0,0,0,0,0,0
"6442","VT58561",0,0,0,0,0,0,0
"6443","VT58563",0,0,0,0,0,0,0
"6444","VT58566",0,0,0,0,0,0,0
"6445","VT58567",1,0,0,0,0,1,1
"6446","VT58568",0,0,0,0,0,0,0
"6447","VT58569",0,0,0,0,0,0,0
"6448","VT58571",0,0,0,0,0,0,0
"6449","VT58679",0,0,0,0,0,0,0
"6450","VT58680",0,0,0,0,0,0,0
"6451","VT58681",0,0,0,0,0,0,0
"6452","VT58682",0,0,0,0,0,0,1
"6453","VT58684",0,0,0,0,0,0,0
"6454","VT58688",0,0,0,0,0,0,0
"6455","VT58691",0,0,0,0,0,0,0
"6456","VT58692",0,0,0,0,0,0,0
"6457","VT58694",1,0,0,0,0,0,1
"6458","VT58695",1,1,1,1,0,0,0
"6459","VT58697",1,0,0,0,1,1,1
"6460","VT58698",0,0,0,0,0,0,0
"6461","VT58699",0,0,0,0,0,0,0
"6462","VT58704",0,0,0,0,0,0,0
"6463","VT58705",0,0,0,0,0,0,0
"6464","VT58706",1,0,0,0,0,1,1
"6465","VT58708",0,0,0,0,0,0,0
"6466","VT58711",1,0,0,0,0,1,1
"6467","VT58712",1,0,0,0,0,0,1
"6468","VT58714",0,0,0,0,0,0,0
"6469","VT58715",0,0,0,0,0,1,1
"6470","VT58716",0,0,0,0,0,1,1
"6471","VT58718",0,0,0,0,0,0,0
"6472","VT58719",0,0,0,0,0,0,0
"6473","VT58720",0,0,0,0,0,0,0
"6474","VT58722",1,0,0,0,0,1,1
"6475","VT58723",1,1,1,1,1,1,1
"6476","VT58724",0,0,0,0,1,0,0
"6477","VT58727",0,0,0,0,0,0,0
"6478","VT58729",0,0,0,0,0,0,0
"6479","VT58730",1,0,0,0,0,0,1
"6480","VT58732",0,0,0,0,0,0,0
"6481","VT58733",0,0,0,0,0,1,1
"6482","VT58734",0,0,0,0,0,0,0
"6483","VT58738",0,0,0,0,0,0,0
"6484","VT58739",0,0,0,0,0,0,1
"6485","VT58740",0,0,0,0,0,0,0
"6486","VT58741",0,0,0,0,0,0,0
"6487","VT58742",1,0,0,1,0,0,0
"6488","VT5879",0,0,0,0,0,0,1
"6489","VT58853",1,0,0,0,0,1,1
"6490","VT58854",1,0,0,0,0,1,1
"6491","VT58856",1,0,0,0,1,1,1
"6492","VT58858",1,0,0,1,1,1,1
"6493","VT58859",1,0,0,0,1,1,1
"6494","VT58860",1,0,0,0,0,1,1
"6495","VT58861",0,0,0,0,1,1,0
"6496","VT58863",1,1,0,1,1,1,1
"6497","VT58864",1,0,0,1,1,1,0
"6498","VT58865",1,0,0,0,1,1,0
"6499","VT58867",1,1,1,1,1,1,0
"6500","VT58868",1,0,1,1,1,1,1
"6501","VT58869",1,0,0,0,0,0,1
"6502","VT58870",1,0,0,0,0,0,1
"6503","VT58871",0,0,0,0,0,0,0
"6504","VT58873",1,1,0,0,0,0,0
"6505","VT58874",1,1,1,0,0,0,0
"6506","VT58876",1,0,0,1,1,1,0
"6507","VT58882",1,0,0,0,0,1,1
"6508","VT58883",1,0,0,1,1,1,1
