"","VTID","Positive","stg4_6","stg7_8","stg9_10","stg11_12","stg13_14","stg15_16"
"1523","VT2036",0,0,0,0,0,0,0
"1524","VT20368",0,0,0,0,0,0,0
"1525","VT20369",0,0,0,0,0,0,0
"1526","VT2037",1,0,0,0,0,0,1
"1527","VT20371",1,0,0,0,0,1,1
"1528","VT20379",0,0,0,0,0,0,0
"1529","VT2038",0,0,0,0,0,0,0
"1530","VT2039",1,0,0,0,0,1,1
"1531","VT2041",0,0,0,0,0,0,0
"1532","VT2042",0,0,0,0,0,0,0
"1533","VT2043",0,0,0,0,0,1,1
"1534","VT2044",0,0,0,0,0,0,1
"1535","VT2045",0,0,0,0,0,0,0
"1536","VT2047",1,0,0,0,1,1,0
"1537","VT20484",1,0,0,0,0,1,1
"1538","VT2049",0,0,0,0,0,1,1
"1539","VT2050",1,0,0,1,1,1,1
"1540","VT2051",1,0,0,0,0,1,1
"1541","VT20515",1,0,0,0,1,1,1
"1542","VT2052",1,0,0,0,0,1,1
"1543","VT20527",1,0,0,0,0,1,1
"1544","VT2053",1,0,0,0,0,0,1
"1545","VT2054",0,0,0,1,0,0,0
"1546","VT2055",1,0,0,0,0,0,1
"1547","VT2057",0,0,0,0,0,0,0
"1548","VT2058",0,0,0,0,0,0,0
"1549","VT20590",0,0,0,0,0,1,1
"1550","VT20596",0,0,0,0,0,0,0
"1551","VT20599",1,0,0,1,1,1,1
"1552","VT2060",0,0,0,0,0,0,0
"1553","VT20600",1,0,0,0,0,1,1
"1554","VT20601",0,0,0,0,0,0,0
"1555","VT20605",0,0,0,0,0,0,0
"1556","VT20606",0,0,0,0,0,1,0
"1557","VT2061",0,0,0,0,0,0,0
"1558","VT20610",0,0,0,0,0,0,0
"1559","VT20611",0,0,0,0,0,1,1
"1560","VT20612",1,0,0,0,0,0,1
"1561","VT20613",0,0,0,0,0,0,0
"1562","VT20614",0,0,0,0,0,0,0
"1563","VT2062",1,0,0,0,0,1,1
"1564","VT2063",0,0,0,0,0,0,0
"1565","VT2064",0,0,0,0,0,0,0
"1566","VT2067",0,0,0,0,0,0,0
"1567","VT2071",0,0,0,0,0,0,0
"1568","VT20710",0,0,0,0,0,0,0
"1569","VT20711",1,0,0,0,0,0,1
"1570","VT20713",1,0,0,0,0,1,1
"1571","VT20714",0,0,0,0,0,0,1
"1572","VT20715",0,0,0,0,0,0,0
"1573","VT2072",1,0,0,1,1,1,1
"1574","VT20720",1,1,1,1,0,1,1
"1575","VT20724",1,0,0,1,1,1,1
"1576","VT20725",0,0,0,0,1,0,0
"1577","VT20727",1,0,0,0,1,1,0
"1578","VT20728",0,0,0,0,1,0,0
"1579","VT2073",0,0,0,0,0,0,0
"1580","VT20730",0,0,0,0,0,1,0
"1581","VT20731",0,0,0,0,0,0,0
"1582","VT20732",0,0,0,0,0,0,0
"1583","VT20735",1,0,0,0,1,1,1
"1584","VT20737",0,0,0,0,0,1,1
"1585","VT20739",0,0,0,0,0,0,0
"1586","VT2074",0,0,0,0,0,0,0
"1587","VT20740",1,1,0,0,1,1,0
"1588","VT20742",0,0,0,0,0,0,0
"1589","VT20744",1,0,0,0,0,1,1
"1590","VT2075",0,0,0,0,0,0,0
"1591","VT2077",0,0,0,0,0,0,0
"1592","VT2079",1,0,0,0,1,1,1
"1593","VT2080",1,0,0,1,1,1,1
"1594","VT20803",1,0,0,0,0,0,1
"1595","VT20804",1,1,1,1,1,1,0
"1596","VT2081",0,0,0,0,1,0,1
"1597","VT20816",0,0,0,0,0,0,0
"1598","VT20817",0,0,0,0,0,0,0
"1599","VT20818",0,0,0,0,0,0,1
"1600","VT20822",0,0,0,0,0,1,1
"1601","VT20823",0,0,0,0,0,0,1
"1602","VT20825",1,0,0,0,1,1,1
"1603","VT20826",1,0,0,0,0,0,1
"1604","VT20829",1,0,0,0,0,1,1
"1605","VT2083",1,0,0,1,1,1,1
"1606","VT20831",0,0,0,0,0,0,0
"1607","VT20834",1,1,1,1,1,1,0
"1608","VT20837",1,0,0,0,0,0,1
"1609","VT20839",1,0,0,0,0,1,1
"1610","VT20842",0,0,0,0,0,0,0
"1611","VT20956",1,0,1,1,1,1,1
"1612","VT20957",0,0,0,0,0,0,0
"1613","VT20958",1,0,1,1,1,1,1
"1614","VT20989",0,0,0,0,0,1,0
"1615","VT21015",1,1,1,1,1,1,0
"1616","VT21016",0,0,0,0,0,0,0
"1617","VT21042",0,0,0,0,0,0,0
"1618","VT21045",1,0,0,0,1,1,1
"1619","VT21046",1,0,0,0,1,1,1
"1620","VT21048",0,0,0,0,0,0,0
"1621","VT21051",0,0,0,0,0,0,1
"1622","VT21052",0,0,0,0,0,0,0
"1623","VT21053",0,0,0,0,0,0,0
"1624","VT21054",1,0,0,0,0,0,1
"1625","VT21055",0,0,0,0,0,0,0
"1626","VT21090",0,0,0,0,0,0,0
"1627","VT21145",0,0,0,0,0,1,1
"1628","VT21149",0,0,0,0,0,0,0
"1629","VT21150",1,1,1,1,0,0,0
"1630","VT21151",1,1,1,1,1,1,0
"1631","VT21203",0,0,0,0,1,1,0
"1632","VT21363",0,0,0,0,0,1,1
"1633","VT21364",0,0,0,0,0,1,1
"1634","VT21366",0,0,0,0,0,0,0
"1635","VT21367",0,0,0,0,0,0,0
"1636","VT21368",1,0,0,0,0,1,1
"1637","VT21372",0,0,0,0,0,0,0
"1638","VT21373",1,0,0,0,0,0,1
"1639","VT21374",0,0,0,0,1,1,1
"1640","VT21375",1,0,0,1,1,1,0
"1641","VT21376",1,0,0,0,0,0,1
"1642","VT21379",0,0,0,0,0,0,1
"1643","VT21416",0,0,0,0,0,0,0
"1644","VT21420",1,0,0,1,1,1,1
"1645","VT21424",1,1,1,1,1,1,0
"1646","VT21425",1,0,0,1,1,1,1
"1647","VT21426",1,0,0,0,1,1,1
"1648","VT21427",0,0,0,0,0,0,0
"1649","VT21428",1,0,0,0,1,1,1
"1650","VT21429",1,0,0,0,1,1,1
"1651","VT21431",1,0,0,1,1,1,1
"1652","VT21433",1,0,0,1,1,1,1
"1653","VT21434",0,0,0,0,0,1,1
"1654","VT21436",0,0,0,0,0,0,0
"1655","VT21450",1,0,0,1,1,1,1
"1656","VT21451",0,0,0,0,1,1,0
"1657","VT21454",0,0,0,0,0,0,0
"1658","VT21455",0,0,0,0,0,0,1
"1659","VT21459",1,0,0,0,1,1,1
"1660","VT21530",0,0,0,0,0,0,0
"1661","VT21531",0,0,0,0,0,0,0
"1662","VT21532",1,0,0,0,0,1,1
"1663","VT21534",0,0,0,0,0,0,0
"1664","VT21536",0,0,0,0,0,0,0
"1665","VT21538",0,0,0,0,1,0,0
"1666","VT21540",0,0,0,0,0,0,0
"1667","VT21541",1,0,0,0,0,0,1
"1668","VT21571",0,0,0,0,0,0,0
"1669","VT21623",0,0,0,0,0,0,0
"1670","VT21676",1,1,1,0,1,0,0
"1671","VT21677",0,0,0,0,0,0,1
"1672","VT21722",0,0,0,0,0,0,0
"1673","VT21723",0,0,0,0,0,0,0
"1674","VT21724",0,0,0,0,0,0,0
"1675","VT21725",0,0,0,0,0,0,0
"1676","VT21729",0,0,0,0,0,0,0
"1677","VT21730",0,0,0,0,0,0,0
"1678","VT21731",1,0,0,0,0,1,1
"1679","VT21734",0,0,0,0,0,0,0
"1680","VT21736",0,0,0,0,0,0,0
"1681","VT21737",0,0,0,0,0,0,0
"1682","VT21738",0,0,0,0,0,0,0
"1683","VT21739",0,0,0,0,0,0,0
"1684","VT21740",0,0,0,0,0,0,0
"1685","VT21741",0,0,0,0,0,0,0
"1686","VT21760",0,0,0,0,0,0,0
"1687","VT21762",1,0,0,0,0,1,1
"1688","VT21764",0,0,0,0,0,0,0
"1689","VT21765",1,0,0,0,0,1,1
"1690","VT21766",1,0,0,0,0,0,1
"1691","VT21767",1,0,0,0,1,1,1
"1692","VT21768",1,0,0,1,1,1,1
"1693","VT21769",1,0,0,0,0,0,1
"1694","VT21771",0,0,0,0,0,0,0
"1695","VT21774",0,0,0,0,0,0,1
"1696","VT21776",0,0,0,0,0,0,0
"1697","VT21777",1,0,0,0,1,1,1
"1698","VT21779",1,0,0,0,1,1,1
"1699","VT21780",0,0,0,0,0,0,0
"1700","VT21782",0,0,0,0,0,0,0
"1701","VT21791",1,1,1,1,1,1,1
"1702","VT21792",0,0,0,0,0,0,0
"1703","VT21793",1,0,0,0,0,1,1
"1704","VT21794",1,0,0,0,1,1,1
"1705","VT21795",1,0,0,0,0,1,1
"1706","VT21797",1,0,0,0,1,1,1
"1707","VT21798",0,0,0,0,0,0,0
"1708","VT21799",1,0,0,0,0,1,1
"1709","VT21801",0,0,0,0,0,0,0
"1710","VT21810",1,0,0,0,0,1,0
"1711","VT21812",1,0,0,0,1,1,0
"1712","VT21813",1,0,0,0,0,0,1
"1713","VT21815",1,0,0,0,0,0,1
"1714","VT21816",1,0,0,0,0,1,1
"1715","VT21817",1,0,0,0,0,0,1
"1716","VT21819",1,0,0,0,0,1,1
"1717","VT21820",1,0,0,0,0,0,1
"1718","VT21821",0,0,0,0,0,0,0
"1719","VT21828",0,0,0,0,0,0,0
"1720","VT21830",1,0,0,0,0,0,1
"1721","VT21832",1,0,0,0,0,0,1
"1722","VT21833",0,0,0,0,0,0,0
"1723","VT21834",0,0,0,0,0,0,0
"1724","VT21835",0,0,0,0,0,0,0
"1725","VT21837",0,0,0,0,0,0,0
"1726","VT21839",0,0,0,0,0,0,0
"1727","VT21840",1,0,0,0,0,1,1
"1728","VT21842",1,0,0,0,1,1,0
"1729","VT21844",1,0,0,0,0,0,1
"1730","VT21845",0,0,0,0,0,1,1
"1731","VT21846",1,0,0,0,0,0,1
"1732","VT21847",0,0,0,0,0,0,0
"1733","VT21849",0,0,0,0,0,0,0
"1734","VT21850",1,1,1,1,1,1,1
"1735","VT21851",0,0,0,0,0,0,0
"1736","VT21852",0,0,0,0,0,0,0
"1737","VT21853",1,0,0,1,1,1,1
"1738","VT21855",0,0,0,0,0,0,0
"1739","VT21857",0,0,0,0,0,0,0
"1740","VT21906",1,1,1,1,0,1,1
"1741","VT21909",0,0,0,0,0,0,0
"1742","VT21910",0,0,0,0,0,0,0
"1743","VT21912",0,0,0,0,0,0,0
"1744","VT21913",0,0,0,0,0,0,0
"1745","VT22005",1,0,0,0,1,0,1
"1746","VT22008",0,0,0,0,0,0,0
"1747","VT22009",0,0,0,0,0,0,0
"1748","VT22010",0,0,0,0,0,0,0
"1749","VT22011",1,0,0,0,1,1,1
"1750","VT22013",1,0,0,0,0,1,1
"1751","VT22014",0,0,0,0,0,0,1
"1752","VT22015",1,0,0,0,1,1,1
"1753","VT22016",0,0,0,1,0,1,1
"1754","VT22017",0,0,0,0,1,1,0
"1755","VT22018",1,0,0,1,1,1,1
"1756","VT22019",1,1,0,0,0,0,0
"1757","VT22023",1,0,0,1,1,1,1
"1758","VT22024",1,0,0,0,1,1,1
"1759","VT22025",0,0,0,0,0,1,1
"1760","VT22026",0,0,0,0,0,0,1
"1761","VT22027",1,1,1,1,1,1,1
"1762","VT22063",1,1,1,0,0,0,0
"1763","VT22064",1,0,0,0,1,1,1
"1764","VT22066",0,0,0,0,0,0,0
"1765","VT22067",0,0,0,0,0,0,0
"1766","VT22068",1,1,1,0,0,0,0
"1767","VT22070",0,0,0,0,1,1,0
"1768","VT22072",0,0,0,0,0,0,0
"1769","VT22073",1,0,0,0,1,1,1
"1770","VT22074",0,0,0,0,0,0,0
"1771","VT22075",0,0,0,0,0,1,1
"1772","VT22076",0,0,0,0,0,0,1
"1773","VT22077",1,0,0,0,0,1,1
"1774","VT22078",1,0,0,0,1,1,1
"1775","VT22079",0,0,0,0,0,0,0
"1776","VT2208",1,1,0,1,1,1,1
"1777","VT22080",0,0,0,0,0,0,0
"1778","VT22081",0,0,0,0,0,0,0
"1779","VT22082",0,0,0,0,0,0,0
"1780","VT22083",0,0,0,0,0,0,0
"1781","VT22086",1,0,0,1,1,1,1
"1782","VT22087",1,0,0,1,1,1,1
"1783","VT22088",1,1,1,0,0,1,1
"1784","VT2209",1,0,0,0,0,1,1
"1785","VT22091",0,0,0,0,0,0,0
"1786","VT22092",1,0,0,0,1,1,1
"1787","VT22094",1,1,1,1,1,1,0
"1788","VT22095",0,0,0,0,0,0,0
"1789","VT22096",1,0,0,0,0,1,0
"1790","VT22097",0,0,0,0,0,0,0
"1791","VT22098",0,0,0,0,0,0,0
"1792","VT2210",1,0,0,0,0,1,1
"1793","VT22100",0,0,0,0,0,0,0
"1794","VT22101",0,0,0,0,0,0,0
"1795","VT22103",0,0,0,0,0,0,0
"1796","VT22104",0,0,0,0,0,0,0
"1797","VT22109",0,0,0,0,0,0,0
"1798","VT2211",1,0,1,1,0,1,1
"1799","VT22110",0,0,0,0,0,0,0
"1800","VT22112",1,0,0,1,1,0,1
"1801","VT22113",1,0,0,0,0,0,1
"1802","VT22114",1,0,1,1,1,1,1
"1803","VT22117",1,0,0,0,1,0,0
"1804","VT22119",1,0,0,0,1,1,0
"1805","VT2212",0,0,0,0,0,0,1
"1806","VT22120",0,0,0,0,0,0,0
"1807","VT22121",1,0,0,0,0,0,1
"1808","VT22122",0,0,0,0,0,0,0
"1809","VT22123",1,0,0,0,0,0,1
"1810","VT22124",1,0,0,0,1,1,1
"1811","VT2213",1,0,0,0,0,0,1
"1812","VT2214",0,0,0,0,0,0,0
"1813","VT2215",0,0,0,0,0,0,0
"1814","VT2216",0,0,0,0,0,0,0
"1815","VT2218",0,0,0,0,0,1,1
"1816","VT22188",0,0,0,0,0,0,0
"1817","VT22189",1,0,0,1,1,1,1
"1818","VT2219",0,0,0,0,0,0,0
"1819","VT22190",1,0,1,1,1,1,1
"1820","VT22192",1,0,0,1,1,1,1
"1821","VT22193",1,0,0,1,1,1,1
"1822","VT22194",1,0,0,1,0,1,0
"1823","VT22195",0,0,0,0,0,1,0
"1824","VT22197",0,0,0,0,0,0,0
"1825","VT22199",1,1,1,1,1,1,1
"1826","VT22200",1,0,1,1,1,1,1
"1827","VT22203",1,0,1,1,1,0,0
"1828","VT22204",0,0,0,0,0,0,0
"1829","VT22205",1,0,0,1,1,1,1
"1830","VT22206",1,1,1,0,1,1,1
"1831","VT22207",0,0,0,1,0,0,0
"1832","VT22215",0,0,0,0,0,1,0
"1833","VT22219",1,0,0,0,1,1,1
"1834","VT22220",1,0,0,1,1,1,1
"1835","VT22223",1,1,1,1,1,1,1
"1836","VT22224",0,0,0,0,0,0,0
"1837","VT22225",1,0,0,0,1,1,1
"1838","VT22226",1,0,0,0,1,1,1
"1839","VT22227",0,0,0,0,0,0,0
"1840","VT22228",0,0,0,0,0,0,0
"1841","VT22229",1,0,0,0,1,1,1
"1842","VT2223",1,1,1,1,1,1,1
"1843","VT22231",0,0,0,0,0,0,0
"1844","VT22232",0,0,0,0,0,0,0
"1845","VT22233",1,0,0,0,0,0,1
"1846","VT22234",0,0,0,0,0,1,1
"1847","VT22236",0,0,0,0,0,0,0
"1848","VT22237",0,0,0,0,0,0,1
"1849","VT22238",1,0,0,0,1,1,1
"1850","VT22239",1,1,1,1,1,1,1
"1851","VT2224",0,0,0,0,0,0,0
"1852","VT22240",0,0,0,0,0,0,1
"1853","VT22241",0,0,0,0,0,1,0
"1854","VT22243",0,0,0,0,0,0,0
"1855","VT22244",1,0,0,0,1,1,1
"1856","VT22245",0,0,0,0,0,0,0
"1857","VT22246",0,0,0,0,0,0,0
"1858","VT22247",1,0,0,0,0,1,1
"1859","VT2225",1,0,0,1,1,1,1
"1860","VT22259",1,0,0,0,0,0,1
"1861","VT2226",1,0,0,1,1,1,1
"1862","VT22261",1,1,1,1,1,1,0
"1863","VT22267",0,0,0,1,1,0,0
"1864","VT22268",1,0,1,1,0,0,0
"1865","VT22269",1,0,0,0,0,1,1
"1866","VT22270",0,0,0,0,0,0,0
"1867","VT22272",1,1,1,1,1,1,1
"1868","VT22273",1,0,0,0,1,1,1
"1869","VT22277",1,0,0,1,1,0,0
"1870","VT22278",1,1,1,1,1,0,0
"1871","VT2228",0,0,0,0,0,0,0
"1872","VT22281",0,0,0,0,0,0,0
"1873","VT22282",1,0,0,0,0,1,1
"1874","VT22283",1,0,0,0,0,1,1
"1875","VT22284",0,0,0,0,0,0,0
"1876","VT22285",1,0,0,0,1,1,1
"1877","VT22287",1,0,0,0,0,1,1
"1878","VT22288",1,0,0,0,1,1,1
"1879","VT22289",1,0,0,0,0,1,1
"1880","VT2229",0,0,0,0,0,0,0
"1881","VT22290",1,0,0,1,1,1,1
"1882","VT22295",0,0,0,0,0,1,0
"1883","VT22314",0,0,0,0,0,0,0
"1884","VT22315",0,0,0,0,0,0,0
"1885","VT2248",1,0,0,1,1,1,1
"1886","VT2288",0,0,0,0,0,0,0
"1887","VT2289",0,0,0,0,0,0,0
"1888","VT22985",0,0,0,0,0,0,0
"1889","VT22988",1,0,0,0,0,1,1
"1890","VT2308",0,0,0,0,0,0,0
"1891","VT2311",1,0,0,0,0,1,1
"1892","VT23241",0,0,0,0,0,0,0
"1893","VT23245",0,0,0,0,0,0,0
"1894","VT23254",0,0,0,0,0,0,0
"1895","VT23256",0,0,0,0,1,1,0
"1896","VT2329",0,0,0,0,0,0,0
"1897","VT23459",0,0,0,0,0,0,0
"1898","VT23460",0,0,0,0,0,1,1
"1899","VT23462",1,0,0,1,1,1,1
"1900","VT23463",0,0,0,0,0,0,0
"1901","VT23465",1,0,0,1,0,1,1
"1902","VT23466",1,0,0,0,1,1,1
"1903","VT23467",0,0,0,0,0,1,0
"1904","VT23470",0,0,0,0,0,1,0
"1905","VT23471",0,0,0,0,0,0,0
"1906","VT23472",1,0,0,0,0,0,1
"1907","VT23490",1,1,1,0,1,1,1
"1908","VT23552",1,1,1,1,1,1,1
"1909","VT23553",0,0,0,0,0,0,1
"1910","VT23554",0,0,0,0,0,0,1
"1911","VT23555",1,0,0,0,1,0,0
"1912","VT23556",1,0,0,1,0,1,1
"1913","VT23557",1,0,0,0,0,1,1
"1914","VT23559",1,0,0,0,0,0,1
"1915","VT23560",1,0,0,0,1,1,1
"1916","VT23561",0,0,0,0,0,0,0
"1917","VT23563",1,0,0,1,1,1,1
"1918","VT23564",1,0,0,1,1,1,1
"1919","VT23565",1,0,0,0,0,1,1
"1920","VT23615",0,0,0,0,0,0,0
"1921","VT23724",0,0,0,0,0,0,0
"1922","VT23728",0,0,0,0,0,0,0
"1923","VT23745",1,0,0,0,0,1,1
"1924","VT23746",1,0,0,0,1,1,1
"1925","VT23747",0,0,0,0,0,1,1
"1926","VT23749",1,1,1,0,0,0,0
"1927","VT23750",0,0,0,0,0,0,0
"1928","VT23751",0,0,0,0,0,0,0
"1929","VT23753",0,0,0,0,0,0,0
"1930","VT23754",0,0,0,0,0,0,0
"1931","VT23755",0,0,0,0,0,0,0
"1932","VT23759",0,0,0,0,1,1,0
"1933","VT23764",0,0,0,0,0,0,0
"1934","VT23770",1,0,0,0,0,0,1
"1935","VT23783",1,0,0,1,1,0,0
"1936","VT23784",1,0,0,0,1,1,1
"1937","VT23785",0,0,0,0,0,0,0
"1938","VT23788",1,0,1,1,1,1,1
"1939","VT23790",1,0,0,0,1,1,1
"1940","VT23791",0,0,0,0,1,1,1
"1941","VT23792",0,0,0,0,0,0,0
"1942","VT23793",0,0,0,0,0,0,0
"1943","VT23795",0,0,0,0,0,0,0
"1944","VT23796",0,0,0,0,0,0,0
"1945","VT23797",1,1,1,1,1,1,1
"1946","VT23799",0,0,0,0,0,0,0
"1947","VT23800",1,0,0,0,0,0,1
"1948","VT23801",1,0,0,0,1,1,1
"1949","VT23805",0,0,0,0,0,0,0
"1950","VT23806",0,0,0,0,0,0,0
"1951","VT23807",0,0,0,0,0,0,0
"1952","VT23808",1,0,0,0,1,1,1
"1953","VT23810",0,0,0,0,1,1,1
"1954","VT23812",0,0,0,0,0,0,0
"1955","VT23814",1,0,0,1,1,1,1
"1956","VT23815",0,0,0,0,0,0,0
"1957","VT23817",0,0,0,0,0,0,0
"1958","VT23818",0,0,0,0,0,1,0
"1959","VT23820",0,0,0,0,0,0,0
"1960","VT23821",0,0,0,0,0,0,0
"1961","VT23823",0,0,0,0,0,0,0
"1962","VT23824",0,0,0,0,0,0,0
"1963","VT23825",1,0,0,1,0,1,1
"1964","VT23826",1,0,0,0,0,0,1
"1965","VT23827",1,1,0,0,1,1,1
"1966","VT23828",1,0,0,0,0,1,1
"1967","VT23829",1,0,0,1,1,1,1
"1968","VT23830",0,0,0,0,0,0,0
"1969","VT23832",1,1,0,0,1,1,1
"1970","VT23834",1,0,0,1,1,1,1
"1971","VT23835",1,0,1,1,1,1,1
"1972","VT23837",0,0,0,0,0,0,0
"1973","VT23839",0,0,0,0,0,0,0
"1974","VT23841",0,0,0,0,0,0,0
"1975","VT23842",0,0,0,0,0,0,0
"1976","VT23843",0,0,0,0,0,1,1
"1977","VT23863",0,0,0,0,0,0,0
"1978","VT23870",1,1,1,1,1,1,1
"1979","VT23881",0,0,0,0,0,0,0
"1980","VT23886",0,0,0,0,0,1,1
"1981","VT23931",0,0,0,0,0,0,0
"1982","VT23948",0,0,0,0,0,0,0
"1983","VT23949",1,0,0,0,1,1,1
"1984","VT23950",1,0,0,0,1,1,0
"1985","VT23951",1,0,0,0,1,1,1
"1986","VT23952",0,0,0,0,0,0,0
"1987","VT23953",0,0,0,0,0,0,0
"1988","VT23954",0,0,0,0,0,0,0
"1989","VT24013",1,0,0,0,1,1,1
"1990","VT24014",1,0,1,1,1,1,1
"1991","VT24016",1,0,0,1,1,1,1
"1992","VT24017",1,0,0,0,1,1,1
"1993","VT24019",0,0,0,0,0,0,0
"1994","VT24021",1,1,1,1,1,1,1
"1995","VT24024",1,0,0,1,0,0,0
"1996","VT24025",1,1,1,1,1,1,1
"1997","VT24026",1,0,0,0,0,1,1
"1998","VT24027",1,0,0,0,0,1,1
"1999","VT24044",0,0,0,0,0,0,0
"2000","VT24045",0,0,0,0,0,0,0
"2001","VT24046",0,0,0,0,0,0,0
"2002","VT24047",1,1,1,1,1,1,1
"2003","VT24048",0,0,0,0,0,0,0
"2004","VT24050",0,0,0,0,0,0,0
"2005","VT24051",1,0,0,1,1,1,0
"2006","VT24052",1,0,0,1,1,1,0
"2007","VT24053",0,0,0,0,0,0,0
"2008","VT24055",0,0,0,0,0,0,0
"2009","VT24056",1,0,0,0,0,1,0
"2010","VT24057",1,0,0,0,0,1,1
"2011","VT24077",0,0,0,0,0,0,0
"2012","VT2408",1,0,0,1,1,0,0
"2013","VT24081",1,0,0,0,0,1,1
"2014","VT24083",0,0,0,0,0,0,0
"2015","VT24098",1,0,0,1,0,1,1
"2016","VT24099",1,0,0,0,0,1,1
"2017","VT24100",0,0,0,0,0,1,0
"2018","VT24101",0,0,0,0,0,0,0
"2019","VT24102",0,0,0,0,0,0,1
"2020","VT2413",1,0,1,0,0,0,1
"2021","VT24203",1,0,0,1,1,0,0
"2022","VT24204",1,0,0,0,1,0,1
"2023","VT24223",0,0,0,0,0,0,0
"2024","VT2427",0,0,0,0,0,0,0
"2025","VT2434",0,0,0,0,0,0,0
"2026","VT2435",0,0,0,0,0,0,0
"2027","VT2458",1,1,1,0,0,1,1
"2028","VT2459",0,0,0,0,0,0,0
"2029","VT24598",0,0,0,0,0,0,0
"2030","VT2460",1,0,0,0,1,1,0
"2031","VT24600",1,0,0,0,1,1,1
"2032","VT24602",0,0,0,0,0,0,0
"2033","VT24603",0,0,0,0,0,0,0
"2034","VT24604",0,0,0,0,0,0,0
"2035","VT24606",1,0,0,1,1,1,1
"2036","VT24607",1,0,0,0,1,0,0
"2037","VT2461",0,0,0,0,0,0,0
"2038","VT24610",1,0,1,1,1,1,1
"2039","VT24611",0,0,0,0,0,0,1
"2040","VT24612",0,0,0,0,0,0,0
"2041","VT24613",0,0,0,0,0,0,0
"2042","VT24614",1,1,1,0,0,0,1
"2043","VT24615",0,0,0,0,0,0,0
"2044","VT24617",0,0,0,0,0,0,0
"2045","VT24618",1,0,0,0,0,0,1
"2046","VT24619",1,1,1,1,1,1,1
"2047","VT24620",0,0,0,0,0,0,0
"2048","VT24621",1,0,0,0,0,1,0
"2049","VT24623",0,0,0,0,0,0,1
"2050","VT24624",0,0,0,0,0,0,0
"2051","VT24625",0,0,0,0,0,0,0
"2052","VT24626",0,0,0,0,0,0,0
"2053","VT24629",0,0,0,0,0,0,0
"2054","VT2463",0,0,0,0,0,1,0
"2055","VT24630",0,0,0,0,0,0,0
"2056","VT24632",0,0,0,0,0,0,1
"2057","VT24633",1,1,1,1,1,0,1
"2058","VT24634",0,0,0,0,0,1,1
"2059","VT24635",0,0,0,1,0,1,0
"2060","VT24636",1,0,0,1,1,1,0
"2061","VT24637",1,1,1,1,1,1,1
"2062","VT24638",0,0,0,0,0,0,0
"2063","VT24639",0,0,0,1,1,0,0
"2064","VT24640",0,0,0,0,0,0,0
"2065","VT24641",1,0,0,0,0,1,1
"2066","VT24643",1,1,1,1,1,1,1
"2067","VT24646",0,0,0,1,0,0,0
"2068","VT24648",1,0,0,0,0,0,1
"2069","VT24649",0,0,0,0,0,0,0
"2070","VT24650",0,0,0,0,0,0,0
"2071","VT24651",1,0,0,0,0,1,0
"2072","VT2470",0,0,0,0,0,0,1
"2073","VT2471",0,0,0,0,0,0,0
"2074","VT2472",1,0,0,0,1,1,1
"2075","VT2478",0,0,0,0,0,0,1
"2076","VT2479",0,0,0,1,1,1,0
"2077","VT2480",0,0,0,0,0,1,0
"2078","VT2481",1,0,0,0,0,1,1
"2079","VT2483",0,1,0,0,0,0,0
"2080","VT2489",1,0,0,0,0,1,0
"2081","VT24896",0,0,0,0,0,0,0
"2082","VT2490",1,0,1,1,0,0,0
"2083","VT25019",1,1,1,1,1,1,1
"2084","VT2512",0,0,0,0,0,0,0
"2085","VT25223",1,0,0,0,1,1,0
"2086","VT25262",0,0,0,0,0,0,0
"2087","VT25263",1,0,0,0,0,0,1
"2088","VT25269",1,0,0,0,0,1,1
"2089","VT25270",0,0,0,0,0,1,0
"2090","VT25271",0,0,0,0,0,0,0
"2091","VT25272",1,0,0,0,1,1,1
"2092","VT25273",0,0,0,0,0,0,0
"2093","VT25274",0,0,0,0,0,0,1
"2094","VT25275",1,1,1,1,1,1,1
"2095","VT25276",1,0,0,1,1,1,1
"2096","VT25277",1,0,0,0,1,1,1
"2097","VT25278",1,0,0,1,1,1,0
"2098","VT25279",1,0,0,1,1,1,1
"2099","VT25280",1,0,0,1,1,1,1
"2100","VT25281",1,0,0,1,1,1,0
"2101","VT25284",0,0,0,0,0,0,0
"2102","VT25285",0,0,0,0,0,0,0
"2103","VT25287",0,0,0,0,0,0,0
"2104","VT25288",0,0,0,0,0,0,0
"2105","VT25289",1,0,0,0,0,1,1
"2106","VT25292",1,0,0,0,0,1,1
"2107","VT25338",0,0,0,0,0,0,0
"2108","VT25340",1,0,0,0,1,1,1
"2109","VT25342",1,0,0,0,0,0,1
"2110","VT25375",1,0,0,0,1,1,0
"2111","VT25386",1,0,0,0,0,0,1
"2112","VT25391",0,0,0,0,0,1,0
"2113","VT25392",0,0,0,0,0,1,0
"2114","VT25488",0,0,0,0,0,0,0
"2115","VT25489",0,0,0,0,0,0,0
"2116","VT25490",0,0,0,0,0,0,0
"2117","VT25491",0,0,0,0,0,0,0
"2118","VT25493",1,0,0,0,0,1,1
"2119","VT25496",0,0,0,0,0,0,0
"2120","VT25522",0,0,0,0,0,0,0
"2121","VT25524",0,0,0,0,0,0,0
"2122","VT25526",1,1,1,1,1,1,1
"2123","VT25528",1,0,0,0,0,1,0
"2124","VT25588",0,0,0,0,0,0,0
"2125","VT25589",1,0,0,0,1,1,1
"2126","VT25590",1,0,0,1,1,1,1
"2127","VT25593",0,0,0,0,0,0,0
"2128","VT25594",0,0,0,0,0,0,0
